gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,pvalb_cor
LAG3,1054647,A_23_P116942,3877,lymphocyte-activation gene 3,3902,12,0.729908588424836
LAGE3,1049886,A_23_P73763,8217,"L antigen family, member 3",8270,X,0.030303775457963988
LAIR1,1054645,A_23_P209135,3878,leukocyte-associated immunoglobulin-like receptor 1,3903,19,-0.22730832902449796
LAIR2,1054643,A_23_P209129,3879,leukocyte-associated immunoglobulin-like receptor 2,3904,19,0.050521557207920884
LALBA,1054642,CUST_11104_PI416261804,3881,"lactalbumin, alpha-",3906,12,-0.11832954126407565
LAMA1,1032488,A_32_P199126,94215,"laminin, alpha 1",284217,18,-0.11251730506158585
LAMA2,1018035,A_23_P70719,3883,"laminin, alpha 2",3908,6,0.17721435996080045
LAMA3,1030755,A_23_P89780,3884,"laminin, alpha 3",3909,18,0.25910481778512756
LAMA4,1019458,A_23_P133656,3885,"laminin, alpha 4",3910,6,0.3656200665667805
LAMA5,1054639,A_23_P109269,3886,"laminin, alpha 5",3911,20,0.20426929488871845
LAMB1,1054637,A_23_P94030,3887,"laminin, beta 1",3912,7,-0.21741156570794504
LAMB2,1054635,A_23_P21382,3888,"laminin, beta 2 (laminin S)",3913,3,-0.08909550505720051
LAMB2P1,1010248,CUST_7301_PI416261804,22728,"laminin, beta 2 pseudogene 1",22973,3,-0.09710890466912483
LAMB3,1024670,A_23_P86012,3889,"laminin, beta 3",3914,1,0.28870723910585094
LAMC1,1054633,A_23_P201628,3890,"laminin, gamma 1 (formerly LAMB2)",3915,1,0.30068018110888795
LAMC2,1054630,A_23_P201636,3893,"laminin, gamma 2",3918,1,-0.14810997935136241
LAMC3,1047553,A_23_P82979,10173,"laminin, gamma 3",10319,9,-0.09857858504155413
LAMP1,1054631,A_23_P162846,3891,lysosomal-associated membrane protein 1,3916,13,-0.06216564377041231
LAMP2,1016005,A_24_P396231,3895,lysosomal-associated membrane protein 2,3920,X,-0.21367198194700548
LANCL1,1047560,A_23_P50887,10168,LanC lantibiotic synthetase component C-like 1 (bacterial),10314,2,0.1890391675297685
LANCL2,1041424,A_23_P82642,35202,LanC lantibiotic synthetase component C-like 2 (bacterial),55915,7,-0.32382462217978353
LANCL3,1031819,A_32_P57292,110257,LanC lantibiotic synthetase component C-like 3 (bacterial),347404,X,0.35272090193671624
LAP3,1043837,A_23_P18604,30538,leucine aminopeptidase 3,51056,4,-0.078271836522609
LAPTM4A,1048204,A_23_P90659,9597,lysosomal protein transmembrane 4 alpha,9741,2,-0.22809284016544643
LAPTM4B,1041928,A_24_P180680,34642,lysosomal protein transmembrane 4 beta,55353,8,0.6579812570242771
LAPTM5,1050101,A_23_P86283,7759,lysosomal protein transmembrane 5,7805,1,-0.22538741328714884
LARGE,1027019,A_23_P91697,9091,like-glycosyltransferase,9215,22,-0.4506078405085239
LARP1,1028010,A_23_P156319,23122,"La ribonucleoprotein domain family, member 1",23367,5,-0.2568897654712137
LARP1B,1024304,A_23_P7353,34421,"La ribonucleoprotein domain family, member 1B",55132,4,-0.020212770655398074
LARP1BP1,1018039,CUST_370_PI417507815,151565,"La ribonucleoprotein domain family, member 1B pseudogene 1",644578,4,0.21123227741222034
LARP4,1036327,A_32_P81334,76654,"La ribonucleoprotein domain family, member 4",113251,12,0.06613513278312096
LARP4B,1023136,A_23_P405942,22940,"La ribonucleoprotein domain family, member 4B",23185,10,0.13047067121617723
LARP6,1041991,A_23_P117782,34612,"La ribonucleoprotein domain family, member 6",55323,15,0.18228841262668424
LARP7,1021067,A_24_P332230,31054,"La ribonucleoprotein domain family, member 7",51574,4,-0.05475612902742631
LARS,1043329,A_24_P51360,31000,leucyl-tRNA synthetase,51520,5,0.119080712235734
LARS2,1045761,A_23_P212397,23150,"leucyl-tRNA synthetase 2, mitochondrial",23395,3,-0.19341902565423455
LAS1L,1038200,A_23_P256021,57559,LAS1-like (S. cerevisiae),81887,X,-0.029255643278600255
LASP1,1054623,A_23_P89187,3902,LIM and SH3 protein 1,3927,17,-0.22604764739597338
LASS1,1029177,CUST_1163_PI416379584,10557,ceramide synthase 1,10715,19,-0.23682609308182362
LASS2,1027819,A_23_P63010,29689,ceramide synthase 2,29956,1,-0.023326551567182156
LASS4,1039184,A_23_P153867,55406,ceramide synthase 4,79603,19,-0.20493458100299272
LASS5,1036781,A_23_P76515,59996,ceramide synthase 5,91012,12,-0.14961774557192445
LASS6,1032951,A_32_P5480,90133,ceramide synthase 6,253782,2,-0.0015356611845289843
LAT,1023896,A_23_P44112,26785,linker for activation of T cells,27040,16,0.2269514502363989
LAT2,1030442,A_23_P259621,7419,"linker for activation of T cells family, member 2",7462,7,-0.3231704516274346
LATS1,1048973,CUST_9088_PI416261804,8990,"LATS, large tumor suppressor, homolog 1 (Drosophila)",9113,6,-0.04123623605493665
LATS2,1044829,A_23_P204958,26272,"LATS, large tumor suppressor, homolog 2 (Drosophila)",26524,13,0.09540552558517572
LAX1,1060586,A_24_P291278,34189,lymphocyte transmembrane adaptor 1,54900,1,-0.048035570743391764
LAYN,1034812,A_23_P127565,80335,layilin,143903,11,0.014083858317861785
LBA1,1048066,A_23_P322593,9737,tetratricopeptide repeat and ankyrin repeat containing 1,9881,3,-0.25152685517721834
LBH,1038305,A_24_P182858,57288,limb bud and heart development homolog (mouse),81606,2,-0.07820561374960039
LBR,1027644,A_23_P200493,3905,lamin B receptor,3930,1,-0.016576121567865146
LBX1,1047108,A_23_P86493,10513,ladybird homeobox 1,10660,10,-0.050542389652202396
LBX2,1030902,A_23_P79458,59623,ladybird homeobox 2,85474,2,-0.08676531174879426
LBX2-AS1,1013571,CUST_9360_PI416261804,80995,LBX2 antisense RNA 1 (non-protein coding),151534,2,-0.06784767732735042
LCA5,1014823,CUST_12112_PI416261804,81703,Leber congenital amaurosis 5,167691,6,0.3697272058925906
LCAT,1054620,CUST_15035_PI416261804,3906,lecithin-cholesterol acyltransferase,3931,16,-0.2005497427784396
LCE1A,1031747,A_23_P404685,110624,late cornified envelope 1A,353131,1,-0.11667270831728489
LCE1C,1031741,CUST_66_PI416383280,110626,late cornified envelope 1C,353133,1,-0.033004662807413446
LCE1D,1010881,A_23_P375524,110627,late cornified envelope 1D,353134,1,-0.1219885503520083
LCE1E,1031738,CUST_67_PI416383280,110628,late cornified envelope 1E,353135,1,-0.06300139868274084
LCE1F,1031737,A_23_P411321,110629,late cornified envelope 1F,353137,1,0.01968216234399873
LCE2A,1031734,A_23_P418006,110631,late cornified envelope 2A,353139,1,-0.09000666372616743
LCE2C,1031730,A_23_P427768,110632,late cornified envelope 2C,353140,1,-0.1310845944232761
LCE2D,1031729,A_23_P371284,110633,late cornified envelope 2D,353141,1,-0.05901928376356714
LCE3A,1031728,CUST_10785_PI416261804,110634,late cornified envelope 3A,353142,1,-0.04340329901639758
LCE3B,1031726,A_23_P324538,110635,late cornified envelope 3B,353143,1,-0.04632538733394831
LCE3C,1031724,A_23_P405295,110636,late cornified envelope 3C,353144,1,0.1268229256092506
LCE3E,1031721,A_23_P340338,110637,late cornified envelope 3E,353145,1,-0.08157488712966753
LCE4A,1033561,A_23_P310540,83504,late cornified envelope 4A,199834,1,-0.025334484193299492
LCE5A,1032890,A_23_P304530,90227,late cornified envelope 5A,254910,1,-0.05785564901350178
LCE6A,1017804,CUST_622_PI416573500,1000052,late cornified envelope 6A,448835,1,-0.021045693151037492
LCLAT1,1027014,A_32_P92505,90114,lysocardiolipin acyltransferase 1,253558,2,-0.18814285426462865
LCMT1,1025897,A_23_P112825,30932,leucine carboxyl methyltransferase 1,51451,16,-0.10148865875828611
LCMT2,1048107,A_23_P106505,9692,leucine carboxyl methyltransferase 2,9836,15,0.030543488695394062
LCN12,1032230,A_23_P32115,94835,lipocalin 12,286256,9,-0.27258600170754027
LCN15,1031339,A_23_P71778,123591,lipocalin 15,389812,9,0.09942310066412649
LCN6,1034131,CUST_1680_PI416261804,81343,lipocalin 6,158062,9,0.04939766723005211
LCN8,1067849,A_24_P365906,79738,lipocalin 8,138307,9,0.006608308217484149
LCNL1,1031167,CUST_1123_PI416379584,125696,lipocalin-like 1,401562,9,-0.05486679852485155
LCOR,1037577,A_23_P429670,58659,ligand dependent nuclear receptor corepressor,84458,10,0.003205261645201427
LCP1,1054613,A_23_P204847,3911,lymphocyte cytosolic protein 1 (L-plastin),3936,13,-0.39597374245364314
LCP2,1054611,A_23_P30547,3912,lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa),3937,5,0.383111832127662
LDB1,1013588,CUST_6398_PI416261804,8784,LIM domain binding 1,8861,10,-0.05796940706142789
LDB2,1019096,A_23_P125253,8956,LIM domain binding 2,9079,4,0.26442102665736233
LDB3,1015594,A_32_P98227,10996,LIM domain binding 3,11155,10,0.029512135033317993
LDHA,1011495,A_32_P231391,3914,lactate dehydrogenase A,3939,11,-0.18418244035557227
LDHAL6A,1034048,CUST_9676_PI416261804,81464,lactate dehydrogenase A-like 6A,160287,11,-0.03132707225098848
LDHB,1054606,A_23_P53476,3920,lactate dehydrogenase B,3945,12,0.28362786035833104
LDHC,1023837,CUST_15689_PI416261804,3923,lactate dehydrogenase C,3948,11,-0.1631594288655264
LDHD,1023936,A_23_P54918,83463,lactate dehydrogenase D,197257,16,-0.3870548839715036
LDLR,1054604,A_24_P117029,3924,low density lipoprotein receptor,3949,19,0.13998963298825545
LDLRAP1,1045022,A_32_P216548,25868,low density lipoprotein receptor adaptor protein 1,26119,1,0.0493468732413993
LDOC1,1045468,CUST_1321_PI416261804,23394,"leucine zipper, down-regulated in cancer 1",23641,X,-0.21999454369409469
LDOC1L,1037743,A_23_P132365,58457,"leucine zipper, down-regulated in cancer 1-like",84247,22,-0.17179052897138103
LEAP2,1036012,CUST_4849_PI416261804,78154,liver expressed antimicrobial peptide 2,116842,5,0.1788890299715676
LECT1,1029969,A_23_P25587,10903,leukocyte cell derived chemotaxin 1,11061,13,-0.40482878462444566
LEF1,1010611,A_24_P20630,30658,lymphoid enhancer-binding factor 1,51176,4,0.27390222969748024
LEFTY1,1047137,A_23_P160336,10490,left-right determination factor 1,10637,1,-0.01950812223585798
LEFTY2,1050827,CUST_5948_PI416261804,7002,left-right determination factor 2,7044,1,-0.03146794135585168
LEMD2,1033121,A_24_P305960,85766,LEM domain containing 2,221496,6,0.13203673373758654
LEMD3,1045511,A_23_P151018,23346,LEM domain containing 3,23592,12,0.2855938042902431
LENEP,1041456,CUST_2331_PI416261804,35178,lens epithelial protein,55891,1,-0.06462018665201699
LENG1,1039311,A_23_P208523,55004,leukocyte receptor cluster (LRC) member 1,79165,19,0.08762722766040192
LENG3,1042708,A_23_P50575,34065,"protein phosphatase 1, regulatory subunit 12C",54776,19,0.14002199137499974
LENG4,1017016,A_23_P208516,54982,membrane bound O-acyltransferase domain containing 7,79143,19,-0.5143392200890012
LENG8,1036220,A_24_P40055,77547,leukocyte receptor cluster (LRC) member 8,114823,19,-0.02696686473393435
LENG9,1036426,A_32_P493225,60706,leukocyte receptor cluster (LRC) member 9,94059,19,0.04364010752349823
LEO1,1035763,CUST_4910_PI416261804,78942,"Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",123169,15,0.16942599285980528
LEPR,1030773,CUST_1385_PI416573500,3928,leptin receptor,3953,1,-0.06517888367479636
LEPRE1,1039954,A_23_P63038,40808,leucine proline-enriched proteoglycan (leprecan) 1,64175,1,0.2644996772126637
LEPREL1,1016293,A_23_P69179,34503,leprecan-like 1,55214,3,-0.18050765844692318
LEPREL2,1047281,A_23_P87752,10389,leprecan-like 2,10536,12,0.41887920208828716
LEPROT,1042737,A_23_P1126,34030,leptin receptor overlapping transcript,54741,1,-0.2814665351656328
LEPROTL1,1045646,A_23_P215931,23239,leptin receptor overlapping transcript-like 1,23484,8,0.4496238780640361
LETM1,1054597,A_23_P94998,3929,leucine zipper-EF-hand containing transmembrane protein 1,3954,4,-0.040199489588010166
LETM2,1035082,CUST_955_PI416261804,79721,leucine zipper-EF-hand containing transmembrane protein 2,137994,8,0.029067764131594922
LETMD1,1023082,A_23_P117037,25624,LETM1 domain containing 1,25875,12,0.11389695148923915
LFNG,1022926,A_23_P8452,3930,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,3955,7,-0.32986510648636697
LGALS1,1054595,A_23_P166459,3931,"lectin, galactoside-binding, soluble, 1",3956,22,0.3215943018213853
LGALS12,1013326,CUST_8647_PI416261804,59510,"lectin, galactoside-binding, soluble, 12",85329,11,0.16423824758952665
LGALS14,1028364,CUST_13082_PI416261804,36170,"lectin, galactoside-binding, soluble, 14",56891,19,-0.061166601416250806
LGALS2,1054593,A_23_P120902,3932,"lectin, galactoside-binding, soluble, 2",3957,22,-0.3135989984115904
LGALS3,1016980,A_23_P128919,3933,"lectin, galactoside-binding, soluble, 3",3958,14,-0.3020565306020332
LGALS3BP,1054591,A_23_P15357,3934,"lectin, galactoside-binding, soluble, 3 binding protein",3959,17,-0.12381294985152157
LGALS4,1054589,CUST_6921_PI416261804,3935,"lectin, galactoside-binding, soluble, 4",3960,19,0.006644761567969273
LGALS7,1054586,A_24_P238250,3938,"lectin, galactoside-binding, soluble, 7",3963,19,-0.1875873775715238
LGALS8,1026037,A_23_P63017,3939,"lectin, galactoside-binding, soluble, 8",3964,1,0.27620581355497775
LGALS9,1054585,A_23_P116557,3940,"lectin, galactoside-binding, soluble, 9",3965,17,-0.09522630287016258
LGALS9C,1022903,A_32_P452655,151043,"lectin, galactoside-binding, soluble, 9C",654346,17,-0.2860810429665904
LGI1,1048838,A_23_P127267,9087,"leucine-rich, glioma inactivated 1",9211,10,0.10025229497836835
LGI2,1042157,A_23_P7194,34492,"leucine-rich repeat LGI family, member 2",55203,4,0.6013938948000644
LGI3,1033384,A_23_P21086,83720,"leucine-rich repeat LGI family, member 3",203190,8,0.5648433029246255
LGI4,1019204,A_24_P310256,81584,"leucine-rich repeat LGI family, member 4",163175,19,-0.3882507823355444
LGMN,1027074,A_23_P25994,5609,legumain,5641,14,0.027255272250167863
LGR4,1041914,A_32_P17765,34655,leucine-rich repeat containing G protein-coupled receptor 4,55366,11,-0.12390413693435479
LGR5,1049572,CUST_430_PI416408490,8483,leucine-rich repeat containing G protein-coupled receptor 5,8549,12,-0.018518872039861776
LGR6,1027687,A_23_P23839,37776,leucine-rich repeat containing G protein-coupled receptor 6,59352,1,0.021676640459926663
LGTN,1057373,CUST_1432_PI416261804,1926,eukaryotic translation initiation factor 2D,1939,1,-0.04795589821806684
LHB,1054583,A_23_P218505,3947,luteinizing hormone beta polypeptide,3972,19,-0.06932108364095217
LHFP,1047728,A_23_P88069,10040,lipoma HMGIC fusion partner,10186,13,-0.07168783604549138
LHFPL2,1047730,A_23_P255104,10038,lipoma HMGIC fusion partner-like 2,10184,5,-0.14511722858654358
LHFPL3,1031568,CUST_2321_PI416261804,119599,lipoma HMGIC fusion partner-like 3,375612,7,-0.40513799227455716
LHFPL4,1031591,A_32_P94,119574,lipoma HMGIC fusion partner-like 4,375323,3,0.0852384119716256
LHFPL5,1033055,CUST_10035_PI416261804,85867,lipoma HMGIC fusion partner-like 5,222662,6,-0.07653102552086817
LHPP,1040039,A_23_P75299,40710,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,64077,10,-0.05582512932634374
LHX1,1054580,A_23_P78061,3950,LIM homeobox 1,3975,17,-0.006698315450027492
LHX2,1048690,A_23_P32165,9220,LIM homeobox 2,9355,9,-0.4208548905924359
LHX3,1025099,CUST_16818_PI416261804,7974,LIM homeobox 3,8022,9,-0.1430840472349673
LHX6,1027373,A_23_P32175,26216,LIM homeobox 6,26468,9,0.03844698437394867
LHX8,1031084,CUST_850_PI416573500,128965,LIM homeobox 8,431707,1,-0.1825093243192082
LIAS,1046687,CUST_13344_PI416261804,10861,lipoic acid synthetase,11019,4,0.3032657738479151
LIF,1054578,A_24_P233488,3951,leukemia inhibitory factor,3976,22,0.16635407488113396
LIFR,1054575,A_24_P325992,3952,leukemia inhibitory factor receptor alpha,3977,5,-0.13085137058899418
LIG1,1054572,A_23_P39116,3953,"ligase I, DNA, ATP-dependent",3978,19,-0.19348213448741744
LIG3,1054571,A_24_P119519,3955,"ligase III, DNA, ATP-dependent",3980,17,-0.18776454440696647
LIG4,1030909,CUST_433_PI416408490,3956,"ligase IV, DNA, ATP-dependent",3981,13,0.006707834617924095
LILRA1,1046680,A_24_P348989,10866,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1",11024,19,-0.007118514849481215
LILRA3,1046679,A_23_P79094,10868,"leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3",11026,19,-0.1385399403990614
LILRA4,1045574,A_23_P90497,23301,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 4",23547,19,-0.15431299635883258
LILRA6,1039310,CUST_310_PI417507815,55007,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6",79168,19,-0.056378278390242786
LILRB1,1017455,A_23_P343221,10701,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1",10859,19,-0.1846290784045668
LILRB2,1047585,A_23_P208493,10142,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2",10288,19,-0.23140730942334864
LILRB3,1019719,A_23_P368711,10867,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3",11025,19,-0.20443935766148957
LILRB4,1010573,CUST_947_PI416379584,10848,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4",11006,19,-0.29776864905176437
LILRB5,1010921,A_23_P4773,10832,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5",10990,19,-0.16191709600830284
LILRP2,1021182,A_23_P27781,55005,leukocyte immunoglobulin-like receptor pseudogene 2,79166,19,-0.12057364552214313
LIMA1,1016751,A_23_P151267,30954,LIM domain and actin binding 1,51474,12,-0.17933729005280682
LIMCH1,1013430,A_32_P117354,22753,LIM and calponin homology domains 1,22998,4,-0.10481383075591623
LIMD1,1049107,CUST_9942_PI416261804,8886,LIM domains containing 1,8994,3,-0.035239243843790576
LIMD2,1018249,A_23_P26824,56548,LIM domain containing 2,80774,17,-0.21592042179066495
LIME1,1042519,CUST_12765_PI416261804,34212,Lck interacting transmembrane adaptor 1,54923,20,-0.03621696730929281
LIMK1,1054568,A_23_P215461,3959,LIM domain kinase 1,3984,7,0.2537307058469019
LIMK2,1026487,A_23_P211445,3960,LIM domain kinase 2,3985,22,-0.26029309529003986
LIMS1,1054566,A_23_P210358,3962,LIM and senescent cell antigen-like domains 1,3987,2,-0.1321771598353349
LIMS2,1016819,A_23_P142796,34968,LIM and senescent cell antigen-like domains 2,55679,2,-0.20754058877661344
LIMS3,1036395,A_23_P365685,61019,LIM and senescent cell antigen-like domains 3,96626,2,-0.020825570534087005
LIN28,1039024,A_23_P74895,55530,lin-28 homolog A (C. elegans),79727,1,0.02931240553797633
LIN28B,1031364,A_32_P224566,123447,lin-28 homolog B (C. elegans),389421,6,0.49541140733223277
LIN37,1041408,A_23_P165186,35243,lin-37 homolog (C. elegans),55957,19,0.08278463151648113
LIN52,1024776,CUST_10378_PI416261804,60093,lin-52 homolog (C. elegans),91750,14,0.20555772092156546
LIN54,1020562,A_23_P58382,79524,lin-54 homolog (C. elegans),132660,4,-0.009516272591065014
LIN7A,1049260,A_23_P99253,8748,lin-7 homolog A (C. elegans),8825,12,0.2362100378207682
LIN7B,1039980,CUST_9028_PI416261804,40763,lin-7 homolog B (C. elegans),64130,19,-0.03848069066912151
LIN7C,1041983,A_24_P107257,34616,lin-7 homolog C (C. elegans),55327,11,0.05828212782311894
LIN9,1032190,A_32_P233304,94931,lin-9 homolog (C. elegans),286826,1,0.38084606775937246
LINC00086,1018316,A_24_P418250,124882,long intergenic non-protein coding RNA 86,399668,X,-0.4217809627512161
LINC00087,1015746,A_32_P104432,150842,long intergenic non-protein coding RNA 87,644596,X,-0.41569318566436747
LINC00094,1020515,A_32_P116058,92296,long intergenic non-protein coding RNA 94,266655,9,-0.0023987141088896904
LINC00115,1015846,A_23_P149050,55657,long intergenic non-protein coding RNA 115,79854,1,0.023198501998400848
LINC00116,1015872,A_24_P359295,83775,long intergenic non-protein coding RNA 116,205251,2,0.3995354389932734
LINC00152,1016832,A_24_P273143,76597,long intergenic non-protein coding RNA 152,112597,2,-0.3563306618798212
LINC00158,1017573,A_23_P132057,33365,long intergenic non-protein coding RNA 158,54072,21,-0.2081464706146475
LINC00162,1011608,CUST_10743_PI416261804,119784,long intergenic non-protein coding RNA 162,378825,21,0.015644985148234505
LINC00167,1019968,A_24_P144104,133293,long intergenic non-protein coding RNA 167,440072,11,-0.0597953457435014
LINC00174,1010518,A_32_P97496,94721,long intergenic non-protein coding RNA 174,285908,7,-0.22166220106107754
LINC00176,1018955,A_24_P535483,94385,long intergenic non-protein coding RNA 176,284739,20,-0.06572037435157303
LINC00202,1018170,A_32_P56397,122646,long intergenic non-protein coding RNA 202,387644,10,-0.08008672235582319
LINC00205,1020244,A_32_P122940,90393,long intergenic non-protein coding RNA 205,257103,21,-0.5349920990720266
LINC00239,1016126,A_32_P176911,80416,long intergenic non-protein coding RNA 239,145200,14,-0.3667546350051747
LINC00256A,1020623,A_24_P687326,94848,"family with sequence similarity 225, member A (non-protein coding)",286333,9,0.004100840636054207
LINC00256B,1020656,A_32_P99347,1003788,"family with sequence similarity 225, member B (non-protein coding)",100128385,9,0.08724657176039557
LINC00260,1061905,A_23_P23234,58915,long intergenic non-protein coding RNA 260,84719,1,-0.7176836368292119
LINC00263,1012765,CUST_378_PI417507815,59875,long intergenic non-protein coding RNA 263,90271,10,-0.13858774636327983
LINC00265,1011883,A_23_P436336,110421,long intergenic non-protein coding RNA 265,349114,7,0.17593243981970466
LINC00282,1020558,CUST_14854_PI416261804,93992,long intergenic non-protein coding RNA 282,283521,13,-0.06435821793366721
LINC00294,1015281,CUST_8413_PI416261804,93903,long intergenic non-protein coding RNA 294,283267,11,-0.03706358222606713
LINC00302,1059801,A_24_P289795,123109,long intergenic non-protein coding RNA 302,388699,1,-0.23404122045669495
LINC00304,1013874,A_24_P90923,94097,long intergenic non-protein coding RNA 304,283860,16,-0.10333101400753572
LINC00310,1019365,A_32_P737256,76892,long intergenic non-protein coding RNA 310,114036,21,-0.06435108939060051
LINC00312,1016576,A_23_P166779,29664,long intergenic non-protein coding RNA 312,29931,3,-0.0858076854225203
LINC00315,1016514,A_24_P100190,89876,long intergenic non-protein coding RNA 315,246704,21,-0.08509649165019081
LINC00319,1013015,CUST_12609_PI416261804,94413,long intergenic non-protein coding RNA 319,284836,21,-0.2797488793037301
LINC00320,1017568,A_32_P129214,122536,long intergenic non-protein coding RNA 320,387486,21,-0.3658989708530579
LINC00324,1013018,A_24_P390650,94152,long intergenic non-protein coding RNA 324,284029,17,-0.024374665272685874
LINC00334,1065413,A_23_P319557,76898,long intergenic non-protein coding RNA 334,114042,21,-0.027585715887309497
LINC00338,1015963,A_23_P377004,1000896,long intergenic non-protein coding RNA 338,654434,17,-0.258670514681085
LINC00339,1017063,A_23_P74252,28828,long intergenic non-protein coding RNA 339,29092,1,0.3352473888985877
LINC00340,1016119,A_24_P838448,125528,long intergenic non-protein coding RNA 340,401237,6,0.23624073901407058
LINC00341,1016096,A_23_P14302,55489,long intergenic non-protein coding RNA 341,79686,14,-0.14069943424345568
LINC00342,1063468,A_32_P122136,80922,long intergenic non-protein coding RNA 342,150759,2,-0.10083036499405998
LINC00346,1032573,A_23_P354208,93980,long intergenic non-protein coding RNA 346,283487,13,0.21709506831774975
LINC00442,1015955,A_24_P742352,110360,long intergenic non-protein coding RNA 442,348021,13,0.018587405406347655
LINC00461,1016951,A_32_P127350,165799,long intergenic non-protein coding RNA 461,645323,5,-0.173581404680609
LINC00471,1013000,CUST_8841_PI416261804,80989,long intergenic non-protein coding RNA 471,151477,2,-0.16098493207804018
LINC00472,1016828,A_23_P156408,55742,long intergenic non-protein coding RNA 472,79940,6,0.22076327382172942
LINC00473,1010989,A_32_P8546,59949,long intergenic non-protein coding RNA 473,90632,6,0.5371148387420411
LINC00475,1013905,CUST_11988_PI416261804,81373,long intergenic non-protein coding RNA 475,158314,9,-0.00770373004278
LINC00476,1010615,CUST_7046_PI416261804,1006796,long intergenic non-protein coding RNA 476,100128782,9,0.24783794744448207
LINC00479,1013670,CUST_11908_PI416261804,80851,long intergenic non-protein coding RNA 479,150135,21,-0.042313354669438794
LINC00482,1032491,A_24_P323084,94202,long intergenic non-protein coding RNA 482,284185,17,0.10111502208682134
LINC00483,1068110,A_24_P48284,34307,long intergenic non-protein coding RNA 483,55018,17,-0.03092369456874413
LINC00515,1016107,A_32_P149060,93633,long intergenic non-protein coding RNA 515,282566,21,0.6245888578133053
LINC00526,1016502,A_23_P377965,80614,long intergenic non-protein coding RNA 526,147525,18,-0.18062976872129685
LINC00545,1031063,CUST_3797_PI416261804,133348,long intergenic non-protein coding RNA 545,440132,13,0.02965208401705584
LINC00597,1015899,A_23_P54447,57380,long intergenic non-protein coding RNA 597,81698,15,0.04392819961744738
LINC00602,1013064,CUST_11883_PI416261804,134293,long intergenic non-protein coding RNA 602,441177,6,-0.04682222749376761
LINC00608,1011417,CUST_8387_PI416261804,80971,long intergenic non-protein coding RNA 608,151300,2,-0.029513643884395504
LINGO1,1037275,A_23_P206092,59084,leucine rich repeat and Ig domain containing 1,84894,15,-0.3096517696615411
LINGO2,1034138,A_23_P157926,81339,leucine rich repeat and Ig domain containing 2,158038,9,0.07437237819334036
LINGO3,1068253,A_23_P39277,153016,leucine rich repeat and Ig domain containing 3,645191,19,-0.06173126054171533
LINGO4,1032035,A_24_P247626,109672,leucine rich repeat and Ig domain containing 4,339398,1,-0.039481176242467594
LINS,1021444,A_24_P198629,34469,lines homolog (Drosophila),55180,15,0.10841201650122473
LIPA,1054564,A_23_P97860,3963,"lipase A, lysosomal acid, cholesterol esterase",3988,10,-0.16908351635896957
LIPC,1054562,A_23_P88559,3965,"lipase, hepatic",3990,15,0.04550933409081703
LIPE,1054560,A_23_P38876,3966,"lipase, hormone-sensitive",3991,19,0.18113620333126784
LIPH,1033509,A_23_P84219,83597,"lipase, member H",200879,3,-0.3521840968008835
LIPN,1010263,CUST_433_PI416379584,165734,"lipase, family member N",643418,10,-0.10148244284039855
LIPT1,1043257,A_23_P501805,31081,lipoyltransferase 1,51601,2,-0.05935273208982034
LITAF,1019341,A_23_P3532,9375,lipopolysaccharide-induced TNF factor,9516,16,-0.09555059077894183
LIX1,1033800,A_24_P226241,81698,Lix1 homolog (chicken),167410,5,-0.46982731282222306
LIX1L,1035473,CUST_6424_PI416261804,79255,Lix1 homolog (mouse)-like,128077,1,-0.25373753025369566
LL22NC03-80A10.2,1069633,A_32_P93144,61018,"BMS1 homolog, ribosome assembly protein (yeast) pseudogene",96610,22,0.1260949292136685
LLGL1,1054555,CUST_8334_PI416261804,3971,lethal giant larvae homolog 1 (Drosophila),3996,17,0.02635567197967472
LLGL2,1025174,A_24_P307869,3968,lethal giant larvae homolog 2 (Drosophila),3993,17,0.05672205131704098
LLPH,1017356,CUST_4365_PI416261804,58508,"LLP homolog, long-term synaptic facilitation (Aplysia)",84298,12,-0.09563283022869684
LMAN1,1054553,A_23_P78342,3973,"lectin, mannose-binding, 1",3998,18,-0.043055727271191536
LMAN1L,1038995,A_23_P140630,55551,"lectin, mannose-binding, 1 like",79748,15,-0.03149370417086432
LMAN2,1046759,A_24_P9285,10802,"lectin, mannose-binding 2",10960,5,-0.028652358461896153
LMAN2L,1017482,A_23_P142708,57264,"lectin, mannose-binding 2-like",81562,2,-0.35191891180291546
