gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,sst_cor
GSC2,1055905,CUST_1744_PI416261804,2911,goosecoid homeobox 2,2928,22,-0.060539385434486066
GSDMB,1021073,A_23_P66454,35164,gasdermin B,55876,17,-0.3278427337474732
GSDMD,1038950,A_23_P112103,55595,gasdermin D,79792,8,0.2071174757855316
GSG1,1038167,A_23_P139864,57689,germ cell associated 1,83445,12,0.6087851353754629
GSG1L,1034688,A_32_P58872,80517,GSG1-like,146395,16,0.3530473540698981
GSG2,1037952,CUST_8112_PI416261804,58137,germ cell associated 2 (haspin),83903,17,-0.02352583047742814
GSK3A,1055902,A_24_P185394,2914,glycogen synthase kinase 3 alpha,2931,19,0.10946159829581896
GSK3B,1015311,A_23_P251342,2915,glycogen synthase kinase 3 beta,2932,3,0.06549931171405414
GSN,1022409,A_23_P255884,2917,gelsolin,2934,9,0.03535928402890767
GSPT1,1015363,A_24_P73669,2918,G1 to S phase transition 1,2935,16,-0.05333048106855515
GSPT2,1045432,CUST_15951_PI416261804,23461,G1 to S phase transition 2,23708,X,0.1318934382862632
GSR,1055898,A_23_P146084,2919,glutathione reductase,2936,8,0.07613779693903264
GSS,1055896,A_23_P210920,2920,glutathione synthetase,2937,20,0.45410461425370857
GSTA1,1055895,A_23_P214300,2921,glutathione S-transferase alpha 1,2938,6,-0.11500260663185263
GSTA2,1055893,A_24_P300394,2922,glutathione S-transferase alpha 2,2939,6,-0.11443226649930045
GSTA4,1055889,A_23_P110941,2924,glutathione S-transferase alpha 4,2941,6,0.3069852933111533
GSTA5,1033153,CUST_8568_PI416261804,85740,glutathione S-transferase alpha 5,221357,6,-0.08368950179784487
GSTCD,1038932,CUST_5255_PI416261804,55610,"glutathione S-transferase, C-terminal domain containing",79807,4,-0.12420112558145528
GSTK1,1010289,CUST_1211_PI416379584,119414,glutathione S-transferase kappa 1,373156,7,-0.1600138644412648
GSTM1,1029348,A_23_P115407,2927,glutathione S-transferase mu 1,2944,1,0.1457879239902036
GSTM2,1018799,A_23_P397208,2929,glutathione S-transferase mu 2 (muscle),2946,1,0.35959757816351867
GSTM2P1,1022327,CUST_7230_PI416261804,135210,glutathione S-transferase mu 2 (muscle) pseudogene 1,442245,6,0.1453836027046693
GSTM3,1020402,A_23_P12343,2930,glutathione S-transferase mu 3 (brain),2947,1,0.5470441930529388
GSTM4,1012477,A_24_P396662,2931,glutathione S-transferase mu 4,2948,1,0.09632231317021869
GSTM5,1055886,A_23_P97606,2932,glutathione S-transferase mu 5,2949,1,0.3279411384627112
GSTO1,1048580,A_23_P1254,9309,glutathione S-transferase omega 1,9446,10,0.32203490403808366
GSTO2,1035901,A_23_P202206,78742,glutathione S-transferase omega 2,119391,10,0.3822122436270941
GSTP1,1055884,A_23_P202658,2933,glutathione S-transferase pi 1,2950,11,0.2360725913431966
GSTT1,1055882,A_23_P254944,2935,glutathione S-transferase theta 1,2952,22,-0.2580608095843395
GSTT2,1055881,A_23_P109427,2936,glutathione S-transferase theta 2,2953,22,0.02945059688220325
GSTZ1,1055878,A_23_P106204,2937,glutathione S-transferase zeta 1,2954,14,0.16039621477966218
GSX1,1033325,CUST_10855_PI416261804,85510,GS homeobox 1,219409,13,-0.03494238554397404
GTDC1,1026452,A_23_P153945,55515,glycosyltransferase-like domain containing 1,79712,2,0.18105687552698504
GTF2A1,1026778,A_23_P65609,2940,"general transcription factor IIA, 1, 19/37kDa",2957,14,-0.28141017664443724
GTF2A2,1055873,A_24_P270525,2941,"general transcription factor IIA, 2, 12kDa",2958,15,0.0015549645224602964
GTF2B,1055872,CUST_13456_PI416261804,2942,general transcription factor IIB,2959,1,-0.07341714750932793
GTF2E1,1055869,A_23_P211748,2943,"general transcription factor IIE, polypeptide 1, alpha 56kDa",2960,3,0.0971798107581356
GTF2E2,1055867,A_23_P94118,2944,"general transcription factor IIE, polypeptide 2, beta 34kDa",2961,8,0.07545497969295792
GTF2F1,1055865,A_23_P16143,2945,"general transcription factor IIF, polypeptide 1, 74kDa",2962,19,0.2157519733612949
GTF2F2,1055864,A_23_P14132,2946,"general transcription factor IIF, polypeptide 2, 30kDa",2963,13,0.427834094060823
GTF2H1,1018916,A_23_P36183,2948,"general transcription factor IIH, polypeptide 1, 62kDa",2965,11,0.005803518085933643
GTF2H2B,1018856,CUST_437_PI416408490,159006,"general transcription factor IIH, polypeptide 2B (pseudogene)",653238,5,-0.17929648776520063
GTF2H3,1055863,CUST_5525_PI416261804,2950,"general transcription factor IIH, polypeptide 3, 34kDa",2967,12,0.03958322046010775
GTF2H4,1029950,A_23_P251259,2951,"general transcription factor IIH, polypeptide 4, 52kDa",2968,6,0.1467520551624804
GTF2H5,1031127,A_24_P196117,126747,"general transcription factor IIH, polypeptide 5",404672,6,0.5376844139251169
GTF2I,1025628,A_23_P168567,2952,general transcription factor IIi,2969,7,-0.08609155548511649
GTF2IP1,1018821,A_32_P141374,2953,"general transcription factor IIi, pseudogene 1",2970,7,-0.16698013239579249
GTF2IRD1,1028195,A_23_P111621,9427,GTF2I repeat domain containing 1,9569,7,-0.08231809480326341
GTF2IRD2P1,1026463,A_23_P59616,125597,GTF2I repeat domain containing 2 pseudogene 1,401375,7,0.24081224736459234
GTF3A,1055860,A_23_P25525,2954,general transcription factor IIIA,2971,13,-0.1258746794353201
GTF3C1,1055856,A_23_P152344,2958,"general transcription factor IIIC, polypeptide 1, alpha 220kDa",2975,16,0.18877715155213243
GTF3C2,1022785,A_23_P169887,2959,"general transcription factor IIIC, polypeptide 2, beta 110kDa",2976,2,-0.11926288435888228
GTF3C3,1066929,A_23_P56437,9196,"general transcription factor IIIC, polypeptide 3, 102kDa",9330,2,-0.06016016670234185
GTF3C4,1048722,A_23_P20732,9195,"general transcription factor IIIC, polypeptide 4, 90kDa",9329,9,0.030295116333895505
GTF3C5,1017179,A_23_P112406,9194,"general transcription factor IIIC, polypeptide 5, 63kDa",9328,9,0.055592882518737154
GTF3C6,1036381,A_23_P400465,76595,"general transcription factor IIIC, polypeptide 6, alpha 35kDa",112495,6,0.43279652557346104
GTPBP1,1048429,A_23_P103120,9425,GTP binding protein 1,9567,22,-0.03302889084282
GTPBP10,1037019,A_23_P168656,59659,GTP-binding protein 10 (putative),85865,7,-0.06409876216614337
GTPBP2,1042769,A_23_P379026,33967,GTP binding protein 2,54676,6,-0.014075906848297357
GTPBP3,1037400,CUST_13056_PI416261804,58901,GTP binding protein 3 (mitochondrial),84705,19,0.1398130780873583
GTPBP4,1045545,A_23_P12874,23314,GTP binding protein 4,23560,10,0.24548748985529717
GTPBP5,1044971,A_24_P382630,25913,GTP binding protein 5 (putative),26164,20,-0.16778862079994428
GTPBP6,1049909,A_23_P113523,8173,GTP binding protein 6 (putative),8225,X|Y,0.042929946188631794
GTPBP8,1030991,A_23_P92281,28819,GTP-binding protein 8 (putative),29083,3,0.07132891177725682
GUCA1B,1055850,A_23_P81825,2962,guanylate cyclase activator 1B (retina),2979,6,-0.043473083191193654
GUCA2A,1055849,CUST_669_PI416261804,2963,guanylate cyclase activator 2A (guanylin),2980,1,-0.06626661903592669
GUCA2B,1055846,A_23_P63032,2964,guanylate cyclase activator 2B (uroguanylin),2981,1,-0.453572535559271
GUCY1A2,1055854,A_23_P350001,2960,"guanylate cyclase 1, soluble, alpha 2",2977,11,-0.1567597207393785
GUCY1A3,1020120,A_23_P69573,2965,"guanylate cyclase 1, soluble, alpha 3",2982,4,0.4216223375285805
GUCY1B3,1055844,A_23_P121564,2966,"guanylate cyclase 1, soluble, beta 3",2983,4,0.2561829903095875
GUCY2F,1055841,CUST_16357_PI416261804,2969,"guanylate cyclase 2F, retinal",2986,X,-0.02261878031734228
GUCY2GP,1069935,A_23_P202034,123666,"guanylate cyclase 2G homolog (mouse), pseudogene",390003,10,-0.06460514115509053
GUF1,1040179,A_32_P4943,38018,GUF1 GTPase homolog (S. cerevisiae),60558,4,-0.038448082889467834
GUK1,1010301,A_24_P336441,2970,guanylate kinase 1,2987,1,0.4785959164853124
GULP1,1043383,A_23_P332399,30935,"GULP, engulfment adaptor PTB domain containing 1",51454,2,0.4093949825271371
GUSB,1055838,A_23_P334608,2973,"glucuronidase, beta",2990,7,-0.034293444118500875
GUSBP2,1010976,A_32_P92654,122133,"glucuronidase, beta pseudogene 2",387036,6,-0.09625238637163798
GUSBP3,1016491,A_24_P332739,158929,"glucuronidase, beta pseudogene 3",653188,5,-0.14987174722503677
GVINP1,1013594,A_23_P75850,122690,"GTPase, very large interferon inducible pseudogene 1",387751,11,-0.11570283168040144
GXYLT2,1017264,A_24_P118196,171842,glucoside xylosyltransferase 2,727936,3,0.42549494818479844
GYG1,1055836,A_23_P384517,2975,glycogenin 1,2992,3,0.1533473246828545
GYG2,1014851,A_32_P111701,8829,glycogenin 2,8908,X,0.25880904605198607
GYLTL1B,1017501,A_23_P104617,78773,glycosyltransferase-like 1B,120071,11,-0.13513461448180358
GYPB,1055833,CUST_7243_PI416261804,2977,glycophorin B (MNS blood group),2994,4,0.44062915874566083
GYPC,1024852,CUST_12717_PI416261804,2978,glycophorin C (Gerbich blood group),2995,2,-0.03826434248993082
GYPE,1055830,A_23_P41304,2979,glycophorin E (MNS blood group),2996,4,0.5286502810092072
GYS1,1016738,A_23_P208698,2980,glycogen synthase 1 (muscle),2997,19,0.07160260749709832
GZF1,1039859,A_23_P433188,41013,GDNF-inducible zinc finger protein 1,64412,20,-0.12185375217796889
GZMB,1055821,A_23_P117602,2985,"granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)",3002,14,0.008440407126960103
GZMH,1055826,A_23_P128993,2982,"granzyme H (cathepsin G-like 2, protein h-CCPX)",2999,14,0.07975642582582956
GZMM,1055817,A_23_P130836,2987,granzyme M (lymphocyte met-ase 1),3004,19,-0.13464474734832504
H1F0,1055815,A_23_P29257,2988,"H1 histone family, member 0",3005,22,-0.22952596222492086
H1FNT,1031925,CUST_1636_PI416261804,109950,"H1 histone family, member N, testis-specific",341567,12,-0.0597184435661043
H1FX,1049130,CUST_2235_PI416261804,8871,"H1 histone family, member X",8971,3,-0.04376932152943269
H2AFB2,1029690,CUST_920_PI416261804,142318,"H2A histone family, member B2",474381,X,0.16233208301138963
H2AFJ,1014860,A_24_P236003,35055,"H2A histone family, member J",55766,12,0.07748718801311165
H2AFV,1030523,A_23_P145904,60871,"H2A histone family, member V",94239,7,-0.03884735578301705
H2AFX,1055801,A_24_P38895,2997,"H2A histone family, member X",3014,11,-0.10945323463017913
H2AFY,1048442,A_23_P70045,9413,"H2A histone family, member Y",9555,5,0.003458874849528773
H2AFY2,1041877,A_23_P12733,34795,"H2A histone family, member Y2",55506,10,-0.056089240291494286
H2AFZ,1055799,A_24_P354468,2998,"H2A histone family, member Z",3015,4,0.29403625711364395
H2BFM,1015834,A_32_P85593,94874,"H2B histone family, member M",286436,X,-0.13439030265553312
H2BFXP,1017335,A_32_P85591,1002971,"H2B histone family, member X, pseudogene",767811,X,-0.11305874439614971
H3.Y,1031289,A_24_P7934,124386,"histone cluster 2, H3d pseudogene",391769,5,-0.12248396879519731
H3F3A,1055793,A_23_P23141,3003,"H3 histone, family 3A",3020,1,0.028165835250128
H3F3AP4,1027061,A_32_P208424,134055,"H3 histone, family 3A, pseudogene 4",440926,2,-0.1292704633244539
H3F3B,1055791,A_23_P152516,3004,"H3 histone, family 3B (H3.3B)",3021,17,0.18295562727779452
H6PD,1048432,A_23_P114707,9421,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),9563,1,-0.25419366560073714
HAAO,1045638,CUST_13753_PI416261804,23253,"3-hydroxyanthranilate 3,4-dioxygenase",23498,2,-0.2748727855208941
HABP2,1055786,A_23_P402765,3009,hyaluronan binding protein 2,3026,10,0.4409742365131443
HABP4,1046165,A_32_P79366,22683,hyaluronan binding protein 4,22927,9,0.09231422913226918
HACE1,1040604,A_23_P250002,36804,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,57531,6,0.029730408771903975
HACL1,1045063,A_23_P121182,25810,2-hydroxyacyl-CoA lyase 1,26061,3,-0.0716978328880931
HADH,1055779,A_23_P167227,3016,hydroxyacyl-CoA dehydrogenase,3033,4,0.27211491216426065
HADHA,1055783,A_24_P242688,3013,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",3030,2,0.12388749525771221
HADHB,1055781,A_23_P79703,3015,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",3032,2,0.15301445823753404
HAGH,1021028,A_24_P176445,3012,hydroxyacylglutathione hydrolase,3029,16,0.2337809628036499
HAGHL,1023084,A_24_P356373,58474,hydroxyacylglutathione hydrolase-like,84264,16,-0.2062510698708195
HAMP,1040389,A_23_P165162,37088,hepcidin antimicrobial peptide,57817,19,0.13574271176585273
HAND2,1048564,CUST_14671_PI416261804,9324,heart and neural crest derivatives expressed 2,9464,4,0.03573412363596719
HAP1,1012729,A_23_P22129,8891,huntingtin-associated protein 1,9001,17,-0.07209482961171126
HAPLN1,1057948,A_23_P7727,1395,hyaluronan and proteoglycan link protein 1,1404,5,0.24986684027870967
HAPLN2,1040210,A_23_P149232,37944,hyaluronan and proteoglycan link protein 2,60484,1,-0.17040117468718355
HAPLN4,1031145,A_23_P430839,126373,hyaluronan and proteoglycan link protein 4,404037,19,-0.45621466428895424
HAR1A,1017275,A_32_P226498,1002951,highly accelerated region 1A (non-protein coding),768096,20,-0.3739243411679658
HARBI1,1032617,A_23_P135465,93900,harbinger transposase derived 1,283254,11,0.04448379682116866
HARS,1055775,A_23_P133227,3018,histidyl-tRNA synthetase,3035,5,-0.021997896157714584
HARS2,1045700,A_23_P41588,23193,"histidyl-tRNA synthetase 2, mitochondrial (putative)",23438,5,0.22785459909385655
HAS1,1055773,A_23_P27400,3019,hyaluronan synthase 1,3036,19,0.11702092610179779
HAS3,1055770,A_23_P393034,3021,hyaluronan synthase 3,3038,16,-0.16382647955305005
HAT1,1017322,A_23_P339480,8454,histone acetyltransferase 1,8520,2,0.10872047576804666
HAUS1,1036173,A_23_P413796,77651,"HAUS augmin-like complex, subunit 1",115106,18,0.10613175668023075
HAUS2,1020506,A_23_P129301,34431,"HAUS augmin-like complex, subunit 2",55142,15,0.04072380611805042
HAUS3,1039248,CUST_14814_PI416261804,55246,"HAUS augmin-like complex, subunit 3",79441,4,-0.14714405569655728
HAUS4,1042504,A_23_P65455,34219,"HAUS augmin-like complex, subunit 4",54930,14,-0.08808818142367107
HAUS5,1014664,CUST_14930_PI416261804,23109,"HAUS augmin-like complex, subunit 5",23354,19,0.05092820244021423
HAUS6,1042673,A_24_P941148,34090,"HAUS augmin-like complex, subunit 6",54801,9,-0.0996164821714942
HAUS7,1023186,A_23_P416036,34848,"HAUS augmin-like complex, subunit 7",55559,X,0.13735565589108362
HAUS8,1030039,A_23_P141965,60271,"HAUS augmin-like complex, subunit 8",93323,19,-0.11691934045291084
HAVCR2,1037308,A_23_P18903,59058,hepatitis A virus cellular receptor 2,84868,5,0.33046967355778106
HAX1,1028018,A_23_P115223,10309,HCLS1 associated protein X-1,10456,1,0.3614937808787866
HBA1,1055768,A_23_P37856,3022,"hemoglobin, alpha 1",3039,16,0.10473505592182646
HBA2,1055767,A_23_P26457,3023,"hemoglobin, alpha 2",3040,16,0.11694174945535266
HBB,1055765,A_23_P203558,3026,"hemoglobin, beta",3043,11,0.06121963794092029
HBD,1024648,A_24_P75190,3028,"hemoglobin, delta",3045,11,0.11152932285613526
HBE1,1055763,A_24_P355568,3029,"hemoglobin, epsilon 1",3046,11,0.24014267849546206
HBEGF,1057460,A_23_P213944,1827,heparin-binding EGF-like growth factor,1839,5,-0.12354078345935603
HBG1,1055762,A_23_P64539,3030,"hemoglobin, gamma A",3047,11,0.40052750929129743
HBG2,1055760,A_23_P53137,3031,"hemoglobin, gamma G",3048,11,0.454714722759957
HBM,1031021,A_23_P15055,3025,"hemoglobin, mu",3042,16,0.22465803701134443
HBP1,1044752,A_23_P215787,26704,HMG-box transcription factor 1,26959,7,-0.2071901025263775
HBQ1,1055758,CUST_5073_PI416261804,3032,"hemoglobin, theta 1",3049,16,0.5581785793234164
HBS1L,1046982,A_23_P254379,10609,HBS1-like (S. cerevisiae),10767,6,-0.1508060552020949
HBXIP,1047268,A_23_P115137,10395,hepatitis B virus x interacting protein,10542,1,0.2866384788180562
HBZ,1055756,A_23_P3651,3033,"hemoglobin, zeta",3050,16,0.21989774050960023
HCAR1,1065195,A_23_P394246,26943,hydroxycarboxylic acid receptor 1,27198,12,0.04211567444650289
HCAR3,1049237,A_23_P64721,8766,hydroxycarboxylic acid receptor 3,8843,12,-0.03895028458555028
HCCS,1019568,A_23_P257945,3035,holocytochrome c synthase,3052,X,0.15713130524599392
HCFC1,1055752,A_23_P125771,3037,host cell factor C1 (VP16-accessory protein),3054,X,0.05988234517509507
HCFC1R1,1042423,A_23_P26534,34274,host cell factor C1 regulator 1 (XPO1 dependent),54985,16,0.37944376790527184
HCFC2,1044187,A_32_P85539,29648,host cell factor C2,29915,12,0.06525520958632691
HCG18,1015238,A_32_P181722,128729,HLA complex group 18 (non-protein coding),414777,6,-0.05480025727996105
HCG22,1011599,CUST_7275_PI416261804,94701,HLA complex group 22 (non-protein coding),285834,6,0.04654509036401894
HCG27,1012080,A_32_P21246,90085,HLA complex group 27 (non-protein coding),253018,6,-0.16197721586260339
HCG4,1042939,A_23_P254768,33726,HLA complex group 4 (non-protein coding),54435,6,-0.1926463072988754
HCG8,1067516,A_24_P931845,56640,HLA complex group 8,100507399,6,-0.09750320867409067
HCG9,1047632,CUST_103_PI417507815,10109,HLA complex group 9 (non-protein coding),10255,6,-0.0057504444105433445
HCK,1055751,CUST_9876_PI416261804,3038,hemopoietic cell kinase,3055,20,0.18478592367812544
HCLS1,1055748,A_23_P73429,3042,hematopoietic cell-specific Lyn substrate 1,3059,3,0.31470847118891737
HCN1,1031769,A_32_P123143,110417,hyperpolarization activated cyclic nucleotide-gated potassium channel 1,348980,5,-0.4122292006808042
HCN2,1058849,A_23_P342612,607,hyperpolarization activated cyclic nucleotide-gated potassium channel 2,610,19,-0.030985313811606567
HCN3,1040481,CUST_2167_PI416261804,36930,hyperpolarization activated cyclic nucleotide-gated potassium channel 3,57657,1,-0.1221073806836794
HCN4,1047913,A_24_P279060,9877,hyperpolarization activated cyclic nucleotide-gated potassium channel 4,10021,15,-0.017262753881305173
HCP5,1069954,A_23_P111126,10708,HLA complex P5 (non-protein coding),10866,6,0.10857593483235882
HCRP1,1067614,A_24_P921402,122574,hepatocellular carcinoma-related HCRP1,387535,6,-0.21908148795648222
HCRT,1055740,A_23_P129989,3043,hypocretin (orexin) neuropeptide precursor,3060,17,-0.2318937608150106
HCRTR1,1055736,A_23_P74178,3044,hypocretin (orexin) receptor 1,3061,1,-0.15649866174528124
HCST,1046894,A_23_P39386,10712,hematopoietic cell signal transducer,10870,19,0.6028059359925952
HDAC1,1055730,A_23_P114656,3048,histone deacetylase 1,3065,1,-0.01737979171281003
HDAC10,1061784,A_23_P211673,58150,histone deacetylase 10,83933,22,-0.16783360216283294
HDAC11,1038847,A_23_P155360,55688,histone deacetylase 11,79885,3,0.09182831568925623
HDAC2,1055728,A_23_P122304,3049,histone deacetylase 2,3066,6,0.03668595275126564
HDAC3,1049241,CUST_14406_PI416261804,8764,histone deacetylase 3,8841,5,-0.10327431949250686
HDAC4,1048182,A_24_P8892,9615,histone deacetylase 4,9759,2,-0.16744939016472768
HDAC5,1027326,A_24_P125283,9870,histone deacetylase 5,10014,17,0.17135016430593653
HDAC6,1047921,A_23_P250455,9869,histone deacetylase 6,10013,X,0.12733136303002682
HDAC7,1010960,A_24_P647146,31044,histone deacetylase 7,51564,12,-0.17817224318337976
HDAC8,1041474,A_24_P254965,35157,histone deacetylase 8,55869,X,-0.2097747775520994
HDAC9,1048215,CUST_8167_PI416261804,9590,histone deacetylase 9,9734,7,-0.05716854654128116
HDC,1055725,A_23_P117662,3050,histidine decarboxylase,3067,15,0.37720077511312095
HDDC2,1043875,A_24_P55250,30503,HD domain containing 2,51020,6,0.19096956525068884
HDDC3,1031640,A_23_P65830,119493,HD domain containing 3,374659,15,0.08874353424310497
HDGF,1013650,CUST_12821_PI416261804,3051,hepatoma-derived growth factor,3068,1,-0.1937444792656344
HDGFL1,1034220,CUST_65_PI416573500,81176,hepatoma derived growth factor-like 1,154150,6,0.2498599538935478
HDHD1A,1049907,A_23_P254842,8174,haloacid dehalogenase-like hydrolase domain containing 1,8226,X,0.17430175170401038
HDHD2,1037892,A_23_P153098,58275,haloacid dehalogenase-like hydrolase domain containing 2,84064,18,0.15670897932867797
HDHD3,1038187,CUST_1068_PI416261804,57604,haloacid dehalogenase-like hydrolase domain containing 3,81932,9,-0.11739785077076807
HDLBP,1055724,A_23_P131417,3052,high density lipoprotein binding protein,3069,2,0.14942271079778488
HDX,1035027,A_23_P386364,79802,highly divergent homeobox,139324,X,-0.16003037398549896
HEATR1,1025296,A_23_P103628,34416,HEAT repeat containing 1,55127,1,-0.210781576900976
HEATR2,1042524,CUST_1897_PI416261804,34208,HEAT repeat containing 2,54919,7,-0.2233877806190473
HEATR3,1067348,A_23_P259771,34316,HEAT repeat containing 3,55027,16,-8.92375674185976e-4
HEATR4,1031263,CUST_7316_PI416261804,124885,HEAT repeat containing 4,399671,14,0.023196116966803446
HEATR5A,1016300,A_23_P433369,25687,HEAT repeat containing 5A,25938,14,0.03447267574838364
HEATR5B,1023778,A_32_P389118,33788,HEAT repeat containing 5B,54497,2,-0.08216709112920495
HEATR6,1040127,A_23_P77965,40540,HEAT repeat containing 6,63897,17,0.013439891576129383
HEATR7A,1061148,A_24_P170801,182002,HEAT repeat containing 7A,727957,8,-0.19868206579073558
HEBP1,1043915,A_23_P117082,30349,heme binding protein 1,50865,12,0.3273865111563117
HEBP2,1045509,A_23_P19691,23347,heme binding protein 2,23593,6,0.07984179441980156
HECA,1043165,A_23_P59349,31176,headcase homolog (Drosophila),51696,6,-0.1890371571467511
HECTD1,1045300,A_23_P54006,25580,HECT domain containing E3 ubiquitin protein ligase 1,25831,14,-0.2249823028778078
HECTD2,1024410,A_32_P201979,80302,HECT domain containing E3 ubiquitin protein ligase 2,143279,10,0.09873189699398828
HECTD3,1039123,A_23_P149221,55457,HECT domain containing E3 ubiquitin protein ligase 3,79654,1,-0.015422831281808061
HECW1,1046046,A_23_P319027,22827,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",23072,7,-0.44667111474830795
HECW2,1030566,A_23_P50974,36793,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",57520,2,-0.22580048793495727
HEG1,1011130,A_32_P166693,36766,HEG homolog 1 (zebrafish),57493,3,-0.13637242637632416
HELB,1036544,A_23_P2293,60222,helicase (DNA) B,92797,12,-0.25828239748278375
HELLS,1055720,A_23_P12816,3053,"helicase, lymphoid-specific",3070,10,-0.1719153344585746
HELQ,1036309,A_23_P92614,76669,"helicase, POLQ-like",113510,4,-0.14263701995987862
HELZ,1024237,A_23_P100693,9787,helicase with zinc finger,9931,17,-0.1721061275662593
HEMK1,1043416,A_24_P308628,30890,HemK methyltransferase family member 1,51409,3,0.3549638212054711
HEPACAM,1033222,A_24_P213950,85636,hepatic and glial cell adhesion molecule,220296,11,0.20179460685246636
HEPH,1048102,A_23_P22526,9699,hephaestin,9843,X,0.15593342190888543
HERC1,1049156,A_23_P257503,8846,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,8925,15,-0.12276950794423179
HERC2,1049158,A_23_P33407,8845,HECT and RLD domain containing E3 ubiquitin protein ligase 2,8924,15,0.02795732930045299
HERC2P4,1022108,CUST_8823_PI416261804,133540,hect domain and RLD 2 pseudogene 4,440362,16,-0.14983443091894705
HERC3,1027607,CUST_4836_PI416261804,8837,HECT and RLD domain containing E3 ubiquitin protein ligase 3,8916,4,-0.3758454427785721
HERC4,1045047,A_24_P346807,25840,HECT and RLD domain containing E3 ubiquitin protein ligase 4,26091,10,0.05514708604188136
HERC5,1043661,CUST_980_PI416261804,30673,HECT and RLD domain containing E3 ubiquitin protein ligase 5,51191,4,0.23982996063650158
HERC6,1042393,A_23_P250353,34297,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,55008,4,-0.16739978958315685
HERPUD1,1027895,A_23_P54846,9565,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1",9709,16,-0.2910734222731221
HERPUD2,1039928,A_23_P168490,40857,HERPUD family member 2,64224,7,-0.0012729618450122721
HES1,1055465,A_24_P938293,3260,"hairy and enhancer of split 1, (Drosophila)",3280,3,0.2757433104142279
HES4,1017089,A_23_P149448,37072,hairy and enhancer of split 4 (Drosophila),57801,1,0.39662108033381815
HES5,1026705,A_32_P234184,123048,hairy and enhancer of split 5 (Drosophila),388585,1,0.49802686214343733
HES6,1041883,A_23_P131202,34791,hairy and enhancer of split 6 (Drosophila),55502,2,-0.256440729420728
HES7,1037449,A_23_P107394,58865,hairy and enhancer of split 7 (Drosophila),84667,17,0.2080563034367921
HESX1,1049266,A_23_P121106,8743,HESX homeobox 1,8820,3,0.05096390284663851
HEXA,1055716,A_23_P129101,3055,hexosaminidase A (alpha polypeptide),3073,15,0.2408627969988836
HEXB,1055715,A_23_P156049,3056,hexosaminidase B (beta polypeptide),3074,5,0.10110790411811917
HEXDC,1032518,A_23_P300174,94142,"hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing",284004,17,0.0466083779031827
HEXIM1,1047173,A_23_P118552,10467,hexamethylene bis-acetamide inducible 1,10614,17,-0.2234198032079343
HEXIM2,1035680,A_23_P377214,79025,hexamethylene bis-acetamide inducible 2,124790,17,0.2520381835043731
HEY1,1021118,A_32_P83845,23217,hairy/enhancer-of-split related with YRPW motif 1,23462,8,0.3545860286489076
HEY2,1045641,A_24_P363408,23248,hairy/enhancer-of-split related with YRPW motif 2,23493,6,0.14085034565733243
HEYL,1044845,A_23_P430658,26256,hairy/enhancer-of-split related with YRPW motif-like,26508,1,0.49947240903572593
HFE,1030809,A_24_P354748,3059,hemochromatosis,3077,6,0.056824440739233636
HFM1,1026500,A_32_P34046,81620,"HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)",164045,1,0.046092867286877566
HGC6.3,1017998,A_24_P186551,1000865,uncharacterized LOC100128124,100128124,6,-0.15586744239457095
HGD,1055708,A_23_P250164,3063,"homogentisate 1,2-dioxygenase",3081,3,0.06969237760418198
HGF,1028695,A_23_P93780,3064,hepatocyte growth factor (hepapoietin A; scatter factor),3082,7,0.09593550249178341
HGFAC,1055706,A_23_P58108,3065,HGF activator,3083,4,0.20751132436663922
HGS,1048926,A_23_P72627,9023,hepatocyte growth factor-regulated tyrosine kinase substrate,9146,17,0.24740224091317795
HGSNAT,1019059,A_23_P112061,79726,heparan-alpha-glucosaminide N-acetyltransferase,138050,8,0.2109422591504913
HHAT,1041636,A_23_P136355,35022,hedgehog acyltransferase,55733,1,-0.08269077049743495
HHATL,1017913,A_23_P255298,36740,hedgehog acyltransferase-like,57467,3,-0.055728395565622695
HHEX,1055705,CUST_16806_PI416261804,3069,hematopoietically expressed homeobox,3087,10,0.19612848232134825
HHIP,1039872,A_23_P167129,41000,hedgehog interacting protein,64399,4,-0.09916974773540758
HHIPL1,1011005,A_32_P163306,58640,HHIP-like 1,84439,14,0.503901043414253
HHIPL2,1038936,A_23_P86059,55605,HHIP-like 2,79802,1,-0.10770836078384746
HHLA2,1046541,CUST_2252_PI416261804,10989,HERV-H LTR-associating 2,11148,3,-0.0708599172937345
